Node,NumThreads,Load,Algorithm,Time

B,1,100,Algoritmo_3, 0.004971 

B,1,100,Algoritmo_3, 0.004958 

B,1,100,Algoritmo_3, 0.007530 

B,1,100,Algoritmo_3, 0.005562 

B,1,100,Algoritmo_3, 0.005626 

B,1,100,Algoritmo_3, 0.007829 

B,1,100,Algoritmo_3, 0.007987 

B,1,100,Algoritmo_3, 0.005102 

B,1,100,Algoritmo_3, 0.005423 

B,1,100,Algoritmo_3, 0.005044 

B,1,100,Algoritmo_3, 0.005026 

B,1,100,Algoritmo_3, 0.005540 

B,1,100,Algoritmo_3, 0.004982 

B,1,100,Algoritmo_3, 0.005636 

B,1,100,Algoritmo_3, 0.008286 

B,1,100,Algoritmo_3, 0.007506 

B,1,100,Algoritmo_3, 0.005148 

B,1,100,Algoritmo_3, 0.005116 

B,1,100,Algoritmo_3, 0.007701 

B,1,100,Algoritmo_3, 0.008425 

B,2,100,Algoritmo_3, 0.004618 

B,2,100,Algoritmo_3, 0.003751 

B,2,100,Algoritmo_3, 0.004202 

B,2,100,Algoritmo_3, 0.004264 

B,2,100,Algoritmo_3, 0.004483 

B,2,100,Algoritmo_3, 0.004183 

B,2,100,Algoritmo_3, 0.004793 

B,2,100,Algoritmo_3, 0.004333 

B,2,100,Algoritmo_3, 0.004384 

B,2,100,Algoritmo_3, 0.003993 

B,2,100,Algoritmo_3, 0.004351 

B,2,100,Algoritmo_3, 0.004524 

B,2,100,Algoritmo_3, 0.004435 

B,2,100,Algoritmo_3, 0.003421 

B,2,100,Algoritmo_3, 0.003484 

B,2,100,Algoritmo_3, 0.004252 

B,2,100,Algoritmo_3, 0.004125 

B,2,100,Algoritmo_3, 0.003809 

B,2,100,Algoritmo_3, 0.003896 

B,2,100,Algoritmo_3, 0.004117 

B,2,100,Algoritmo_3, 0.004270 

B,2,100,Algoritmo_3, 0.004232 

B,2,100,Algoritmo_3, 0.003836 

B,2,100,Algoritmo_3, 0.004346 

B,2,100,Algoritmo_3, 0.004279 

B,2,100,Algoritmo_3, 0.004263 

B,2,100,Algoritmo_3, 0.004045 

B,2,100,Algoritmo_3, 0.004318 

B,2,100,Algoritmo_3, 0.004077 

B,2,100,Algoritmo_3, 0.004332 

B,2,100,Algoritmo_3, 0.004780 

B,2,100,Algoritmo_3, 0.004618 

B,2,100,Algoritmo_3, 0.004363 

B,2,100,Algoritmo_3, 0.004118 

B,2,100,Algoritmo_3, 0.004484 

B,2,100,Algoritmo_3, 0.004258 

B,4,100,Algoritmo_3, 0.002537 

B,4,100,Algoritmo_3, 0.002425 

